# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at http://omim.org/help/agreement.
# Generated: 2016-05-26
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
19.658	12	11	15	19q13.31	KCNN4, KCA4, SK4, DHS2	P	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	602754	A		Dehydrated hereditary stomatocytosis 2, 616689 (3)	
19.659	4	18	05	19q13.2	LGALS4	P	Lectin, galactoside-binding, soluble, 4	602518	REc			
19.660	4	18	05	19q13.2	LGALS7	P	Lectin, galactoside-binding, soluble, 7 (galectin 7)	600615	REa, REc			
19.661	1	8	01	19q13.42	LILRA1, LIR6	P	Leukocyte immunoglobulin-like receptor, subfamily A, member 1	604810	R			
19.662	1	8	01	19q13.42	LILRB5, LIR8	P	Leukocyte immunoglobulin-like receptor, subfamily B, member 5	604814	R			
19.663	7	16	09	19q13.32	LU, AU, BCAM	C	B-cell adhesion molecule	612773	F, H	linked to SE	[Blood group, Lutheran system], 111200 (3); [Blood group, Auberger system], 111200 (3); [Blood group, Lutheran null], 247420 (3)	7(lu)
19.664	10	30	06	19q13.2	PAF1, PD2	P	PAF1 RNA polymerase II-associated factor, S. cerevisiae, homolog of	610506	Psh, REc			
19.665	8	24	09	19q13.2	PAK4	P	p21-activated kinase 4	605451	R, REc			
19.666	7	11	11	19q13.2	PAPL, FLJ16165	P	Purple acid phosphatase, long form	610490	REc			
19.667	10	7	02	19q13.2	PPL13	P	Placental protein 13-like protein	607260	REc			
19.668	8	20	07	19q13.33	PPP1R15A, GADD34	P	Protein phosphatase 1, regulatory subunit 15A	611048	A, REc			
19.669	8	24	09	19q13.2	PRA1	P	Prenylated RAB acceptor 1	604925	R, REc			
19.670	7	11	11	19q13.31	PRG1	P	p53-responsive gene 1	605157	REc			
19.671	3	1	01	19q13.2	PSG1, PSBG1, B1G1, SP1	C	Pregnancy-specific beta-1-glycoprotein-1	176390	REa, REc	distal to CEA		
19.672	4	25	93	19q13.31	PSG2, PSBG2	C	Pregnancy-specific beta-1-glycoprotein-2	176391	RE, A			
19.673	6	13	95	19q13.2	PSG3	P	Pregnancy-specific beta-1-glycoprotein-3	176392	A			
19.674	3	1	01	19q13.31	PSG4	C	Pregnancy-specific beta-1-glycoprotein-4	176393	REa, REc			
19.675	3	1	01	19q13.31	PSG5	C	Pregnancy-specific beta-1-glycoprotein-5	176394	REa, REc			
19.676	3	1	01	19q13.31	PSG6	C	Pregnancy-specific beta-1-glycoprotein-6	176395	REa, REc			
19.677	3	1	01	19q13.31	PSG7	C	Pregnancy-specific beta-1-glycoprotein-7	176396	REa, REc			
19.678	3	1	01	19q13.2	PSG8	C	Pregnancy-specific beta-1-glycoprotein-8	176397	REa, REc			
19.679	1	6	00	19q13.31	PSG9, PSG11	P	Pregnancy-specific beta-1-glycoprotein-9	176398	A			
19.680	8	9	99	19q13.2	RPS19, DBA, DBA1	C	Ribosomal protein S19	603474	Ch, Fd, D, REc		Diamond-Blackfan anemia 1, 105650 (3)	
19.681	3	31	11	19q13.2	SARS2	P	Seryl-tRNA synthetase 2	612804	REc		Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 (3)	
19.682	8	24	09	19q13.33	SPHK2	P	Sphingosine kinase 2	607092	R, REc			
19.683	1	11	07	19q13.2	TEC	P	Transient erythroblastopenia of childhood	227050	Fd		Transient erythroblastopenia of childhood (2)	
19.684	7	14	14	19q13.2	TIMM50, TIM50	P	Translocase of inner mitochondrial membrane 50, yeast, homolog of	607381	REc			
19.685	8	29	03	19q13.32	TOMM40, TOM40, PEREC1	P	Translocase of outer mitochondrial membrane 40, yeast, homolog of	608061	REc			
19.686	7	7	14	19q13.12	U2AF1L4, U2AF1RS3	P	U2 small nuclear RNA auxillary factor 1-like 4	601080	A			
19.687	4	25	93	19q13.31	XRCC1	C	X-ray-repair, complementing defective, repair in Chinese hamster cells-1	194360	S, A			7(Xrcc1)
19.688	8	7	00	19q13.31	ZFP93, ANF270, HZF6	P	Zinc finger protein 93, mouse, homolog of	604749	REc			7(Zfp93)
19.689	2	7	07	19q13.31	ZNF45, ZNF13, KOX5	P	Zinc finger protein-45	194554	REc, A			
19.690	3	6	02	19q13.31	ZNF180	P	Zinc finger protein-180	606740	A			
19.691	3	6	02	19q13.11	ZNF181	P	Zinc finger protein-181	606741	A			
19.692	12	19	11	19q13.2	ZNF526, KIAA1951	P	Zinc finger protein 526	614387	REc			
19.693	2	12	13	19q13.32	AP2S1, CLAPS2, AP17, HHC3	C	Adaptor-related protein complex 2, sigma 1 subunit	602242	A		Hypocalciuric hypercalcemia, familial, type III, 600740 (3)	
19.694	3	2	00	19q13.33	CA11, CARP2	P	Carbonic anhydrase XI	604644	A			
19.695	7	13	93	19q13.32	CALM3	C	Calmodulin-3	114183	REa, Psh, A			
19.696	4	27	12	19q13.32	CD3EAP, ASE1, PAF49	P	CD3-epsilon-associated protein	107325	REc			
19.697	11	3	00	19q13.32	DMPK, DM, DMK	C	Dystrophia myotonica-protein kinase	605377	F, Fd	distal to APOLP2; distal to CKM	Myotonic dystrophy 1, 160900 (3)	7(Dm15)
19.698	2	20	07	19q13.32	ERCC1, UV20, COFS4	C	Excision repair cross complementing rodent repair deficiency, complementation group-1	126380	S, RE, Fd, A	distal to CKM	Cerebrooculofacioskeletal syndrome 4, 610758 (3)	
19.699	6	2	15	19q13.32	ERCC2, EM9, XPD, COFS2, TTD1	C	Excision repair cross complementing rodent repair deficiency, complementation group-2	126340	S, RE, M	< 250kb from ERCC1	Xeroderma pigmentosum, group D, 278730 (3); Trichothiodystrophy 1, photosensitive, 601675 (3); Cerebrooculofacioskeletal syndrome 2, 610756 (3)	7(Ercc2)
19.700	2	15	96	19q13.32	GPR4	P	G protein-coupled receptor-4	600551	A			
19.701	1	12	06	19q13.32	KLC3, KLC2L	P	Kinesin, light chain, 3	601334	REn			
19.702	4	25	93	19q13.33	LIG1	C	Ligase I, DNA, ATP-dependent	126391	REa, A		DNA ligase I deficiency (3)	7(Lig1)
19.703	6	13	07	19q13.2-q13.3	MRT11	P	Mental retardation, autosomal recessive, 11	611097	Fd	between rs2109075 and rs8101149	Mental retardation, autosomal recessive, 11 (2)	
19.704	6	28	99	19q13.32	NPAS1, MOP5	P	Neuronal PAS domain protein 1	603346	Psh, R, H			7(Npas1)
19.705	9	9	11	19q13.32	OPA3, MGA3	C	OPA3 gene	606580	Fd, REc		3-methylglutaconic aciduria, type III, 258501 (3); Optic atrophy 3 with cataract, 165300 (3)	
19.706	5	2	11	19q13.31	PVR, PVS	C	Polio virus receptor	173850	S, A, REa			9(Pvs)
19.707	9	10	09	19q13.2	RAB4B	P	Ras-associated protein RAB4B	612945	R			
19.708	10	27	10	19q13.32	TRNAU1, TRSP	C	Transfer RNA selenocysteine 1 (anticodon UCA)	165060	REa, A, Fd	pseudogene on 22		7(Trsp)
19.709	3	31	97	19q13.32	VASP	P	Vasodilator-stimulated phosphoprotein	601703	A			
19.710	4	17	14	19q13.32	CCDC8, 3M3	P	Coiled-coil domain-containing protein 8	614145	REc		3-M syndrome 3, 614205 (3)	
19.711	6	19	00	19q13.31	ZNF155	P	Zinc finger protein-155	604086	A			
19.712	6	4	99	19q13.2-q13.4	CFM1	P	Cystic fibrosis modifier-1	603855	Fd		{Meconium ileus in cystic fibrosis, susceptibility to} (2)	7(Cfm1)
19.713	9	18	02	19q13.32	FOXA3, HNF3G	P	Forkhead box A3 (hepatocyte nuclear factor-3, gamma)	602295	A			7(Hnf3g)
19.714	3	19	01	19q13.32	GRLF1, P190A	P	Glucocorticoid receptor DNA-binding factor 1	605277	REa, A, R			
19.715	9	15	96	19q13.33	NUCB1	P	Nucleobindin 1	601323	Psh, A			
19.716	8	22	14	19p13.11	PIK3R2, MPPH1	P	Phosphatidylinositol 3-kinase, regulatory subunit 2	603157	A		Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387 (3)	
19.717	4	25	93	19q13.43	ZNF42, MZF1	P	Zinc finger protein-42 (myeloid-specific retinoic acid responsive)	194550	A, REb			
19.718	2	7	07	19q13.31	ZNF224, ZNF255, BMZF2, KOX22, ZNF27	P	Zinc finger protein-224	194555	REc, A			
19.719	9	18	00	19q13.33	AP2A1, CLAPA1, ADTAA	P	Adaptor-related protein complex 2, alpha 1 subunit	601026	REc	match to PAC AC006942		
19.720	6	3	02	19p13.13	ASNA1, ARSA1	P	arsA arsenite transporter, ATP-binding, E. coli, homolog of, 1	601913	Psh			8(Asna1)
19.721	8	24	09	19q13.33	ATF5, ATFX	P	Activating transcription factor 5	606398	R, REc			
19.722	3	12	07	19q13.33	BCL2L12	P	BCL2-like 12	610837	REc			
19.723	12	10	08	19q13.33	CARD8, TUCAN, KIAA0955, NDPP1	P	Caspase recruitment domain-containing protein 8	609051	REc			
19.724	2	8	13	19q13.33	CCDC114, CILD20	P	Coiled-coil domain-containing protein 114	615038	REc		Ciliary dyskinesia, primary, 20, 615067 (3)	
19.725	7	18	14	19q13.32	CLPTM1	P	Cleft lip and palate-associated transmembrane protein 1	604783	REc			
19.726	9	9	11	19q13.33	CRX, CORD2, CRD, LCA7	C	Cone-rod homeo box-containing gene	602225	Fd		Cone-rod retinal dystrophy-2, 120970 (3); Leber congenital amaurosis 7, 613829 (3)	
19.727	8	30	07	19q13.32	DACT3	C	Dapper, antagonist of beta-catenin, 3	611112	R, REn			7(Dact3)
19.728	2	15	96	19q13.33	DBP	C	D site of albumin promoter binding protein	124097	REa, A, REc			7(Dbp)
19.729	3	20	06	19q13.32	DMWD, DMRN9	P	Dystrophia myotonica WD repeat-containing protein	609857	REc			
19.730	5	2	01	19q13.33	EHD2	C	EH domain-containing 2	605890	REc			
19.731	10	20	99	19q13.33	EMP3	P	Epithelial membrane protein 3	602335	A, REa, R			7(Emp3)
19.732	8	25	03	19q13.41	ETFB, MADD	C	Electron transfer flavoprotein, beta polypeptide	130410	REa, A		Glutaric acidemia IIB, 231680 (3)	7(Etfb)
19.733	9	9	08	19q13.32	FBXO46, FBX46	P	F-box only protein 46	609117	R, REc			7(Fbxo46)
19.734	9	23	96	19q13.33	FCGRT	P	Fc fragment of IgG, receptor, transporter, alpha	601437	A			
19.735	11	10	10	19q13.32	FKRP, MDC1C, LGMD2I, MDDGA5, MDDGB5, MDDGC5	C	Fukutin-related protein	606596	R		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153 (3); Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5, 606612 (3); Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5, 607155 (3)	
19.736	6	11	92	19q13.32	FOSB	P	Oncogene FOS-B	164772	REn			7(Fosb)
19.737	1	14	16	19q13.33	FUT1, H, HH	C	Fucosyltransferase-1 (Bombay phenotype)	211100	F, Fd	SE tightly linked	[Bombay phenotype], 616754 (3)	
19.738	1	24	09	19q13.33	FUT2, SE, B12QTL1	C	Fucosyltransferase-2 (secretor)	182100	F, Fd	H, SE = alpha-L-fucosyltransferases; from common ancestral genes; tightly linked to FUT1	{Norwalk virus infection, resistance to} (3); [Bombay phenotype] (3); {Vitamin B12 plasma level QTL1}, 612542 (3)	
19.739	7	8	10	19q13.32	GIPR, PGQTL2	C	Gastric inhibitory polypeptide receptor	137241	A, Fd		[Plasma glucose, 2-hour, QTL 2] (2)	
19.740	2	28	01	19q13.33	GLTSCR1	P	Glioma tumor suppressor candidate region gene 1	605690	D			
19.741	2	28	01	19q13.33	GLTSCR2	P	Glioma tumor suppressor candidate region gene 2	605691	D			
19.742	11	5	98	19q13.33	GPR32	P	G protein-coupled receptor-32	603195	A			
19.743	11	30	06	19q13.33	GRWD1, GRWD, KIAA1942	P	Glutamate-rich WD repeat-containing protein 1	610597	REc			
19.744	11	13	07	19q13.33	GYS1, GYS	C	Glycogen synthase	138570	REa, A		Glycogen storage disease 0, muscle, 611556 (3)	
19.745	1	25	91	19q13.33	HRC	P	Histidine-rich calcium-binding protein	142705	REa, A, H			
19.746	9	5	02	19q13.33	KCNA7	C	Potassium voltage-gated channel, shaker-related subfamily, member 7	176268	REa, A			7(Kcna7)
19.747	7	7	15	19q13.33	MED25, PTOV2, ARC92, CMT2B2, BVSYS	P	Mediator of RNA polymerase II transcription, subunit 25, S. cerevisiae, homolog of	610197	Fd, REc	mutation identified in 1 CMT2B2 family	?Charcot-Marie-Tooth disease, type 2B2, 605589 (3); Basel-Vanagait-Smirin-Yosef syndrome, 616449 (3)	
19.748	2	24	04	19q13.32-q13.33	NAPA, SNAPA	P	N-ethylmaleimide-sensitive factor attachment protein, alpha	603215	H, REc			7(hyh)
19.749	3	3	98	19q13.32	NOVA3, ANOVA	P	Neurooncological ventral antigen 3	601991	REf			
19.750	5	17	95	19q13.33	NR1H2, UNR	P	Nuclear receptor subfamily 1, group H, member 2 (ubiquitously-expressed nuclear receptor)	600380	A			
19.751	10	3	09	19q13.33	NTF4 , NTF5, NT5, NT4, GLC1O	C	Neurotrophin-4 (neurotrophin-4/5)	162662	REa, A	3 genes, ? functional, also on 19	Glaucoma 1, open angle, 1O, 613100 (3)	7(Ntf5)
19.752	8	24	09	19q13.33	PLA2G4C	P	Phospholipase A2, group IVC	603602	REc			
19.753	4	10	96	19q13.32	PPP5C, PP5	P	Protein phosphatase-5, catalytic subunit	600658	Psh, A			
19.754	8	24	09	19q13.32	PRKD2, PKD2	P	Protein kinase D2	607074	R, REc			
19.755	6	13	95	19q13.32	PTGIR	P	Prostaglandin I2 (prostacyclin) receptor (IP)	600022	A, REa			7(Ptgir)
19.756	2	28	03	19q13.32	RSHL1	P	Radial spokehead-like 1	607548	REc			
19.757	3	29	12	19q13.32	RTN2, NSPL1, SPG12	P	Reticulon-2	603183	REc		Spastic paraplegia 12, autosomal dominant, 604805 (3)	
19.758	2	20	01	19q13.33	RUVBL2, TIP48, ECP51	C	RUVB, E. coli, homolog-like 2 (TATA box-binding protein-interacting protein)	604788	REn, R			7(Ruvbl2)
19.759	5	30	03	19q13.33	SEPW1	P	Selenoprotein W, 1	603235	REc			
19.760	10	20	99	19q13.41	SIGLEC5, CD33L2, OBBP2	C	Sialic acid-binding Ig-like lectin 5	604200	A, REa, R			
19.761	2	7	01	19q13.41	SIGLEC6, CD33L, CD33L1, OBBP1	P	Sialic acid-binding immunoglobulin-like lectin 6	604405	A			
19.762	2	1	00	19q13.41	SIGLEC7, AIRM1	P	Sialic acid-binding immunoglobulin-like lectin 7	604410	REa, REn			
19.763	4	17	07	19q13.32	SIX5, DMAHP, BOR2	P	Sine oculis homeo box, Drosophila, homolog of, 5	600963	REn		Branchiootorenal syndrome 2, 610896 (3)	
19.764	7	9	90	19q13.33	SNRP70, U1RNP, RNPU1Z, RPU1	C	Small nuclear ribonucleoprotein 70kD polypeptide (RNP antigen)	180740	REa, A			
19.765	6	4	99	19q13.32	SLC1A5, RDRC, M7V1, M7VS1	C	Solute carrier family 1 (neutral amino acid transporter), member 5 (receptor for RD114/simian type D retroviruses)	109190	A, Fd, R			
19.766	2	25	98	19q13.32	SPK	P	Symplekin	602388	REc			
19.767	8	18	99	19q13.33	SULT2A1, STD	C	Sulfotransferase family 2A, dehydroepiandrosterone-preferring, member 1 (DHEA sulfotransferase)	125263	A, Psh, Fd			
19.768	8	17	99	19q13.33	SULT2B1	P	Sulfotransferase family 2B, member 1	604125	A, Psh			
19.769	1	5	04	19q13.33	SYNGR4	P	Synaptogyrin 4	608373	REc			
19.770	6	28	99	19q13.33	TEAD2, TEF4	P	TEA domain family member 2	601729	A, R			
19.771	11	16	98	19p13.3	ZIPK	P	ZIP kinase	603289	Psh, R, A			
19.772	6	22	14	19q13.33	BAX	C	BCL2-associated X protein	600040	REa, A, REc		Colorectal cancer, somatic, 114500 (3); T-cell acute lymphoblastic leukemia, somatic, 613065 (3)	7(Bax)
19.773	8	24	09	19q13.32	C5R1, C5AR	P	Complement component-5 receptor-2 (C5a ligand)	113995	REa, REc			
19.774	4	25	93	19q13.41	CD33	C	CD33 antigen (gp67)	159590	REa, A			
19.775	8	24	09	19q13.41	FPR2, FPRL1, FPRH1, LXA4R, HM63	P	Formyl peptide receptor 2	136538	REa, REc			
19.776	8	24	09	19q13.41	FPR3, FPRL2, FPRH2	P	Formyl peptide receptor 3	136539	REa, REc			
19.777	1	15	14	19q13.33	FTL, NBIA3, LFTD	C	Ferritin, light chain	134790	S, A, REa, REb		Hyperferritinemia-cataract syndrome, 600886 (3); Neurodegeneration with brain iron accumulation 3, 606159 (3); L-ferritin deficiency, dominant and recessive, 615604 (3)	7(Ftl1)
19.778	6	28	99	19q13.41	HAS1	C	Hyaluronan synthase 1	601463	Psh, REc, A			17(Has1)
19.779	12	28	08	19q13.33	IL4I1, FIG1	P	Interleukin 4-induced gene 1	609742	REn			
19.780	8	11	91	19q13.42	IL11	P	Interleukin-11	147681	A			
19.781	9	2	15	19q13.33	IRF3, IIAE7	P	Interferon regulatory factor 3	603734	Fd	mutation identified in one IIAE7 patient	{?Herpes simplex encephalitis, susceptibility to, 7}, 616532 (3)	
19.782	5	2	06	19q13.33	KCNC3, SCA13	C	Potassium voltage-gated channel, Shaw-related subfamily, member 3	176264	REa, A, Fd		Spinocerebellar ataxia 13, 605259 (3)	10(Kcnc3)
19.783	9	9	13	19q13.33	POLD1, CRCS10, MDPL	C	Polymerase (DNA directed), delta 1, catalytic subunit	174761	Psh, REa, A		{Colorectal cancer, susceptibility to, 10}, 612591 (3); Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome, 615381 (3)	7(Pold1)
19.784	3	3	10	19q13.42	PPP1R12C, MBS85	P	Protein phosphatase 1, regulatory subunit 12C	613245	REc			
19.785	8	19	13	19q13.33	PTOV1, ACID2	P	Prostate tumor overexpressed gene 1	610195	A			
19.786	8	27	02	19q13.33	SIGLEC11	P	Sialic acid-binding immunoglobulin-like lectin 11	607157	REc	pseudogene 8kb upstream		
19.787	5	6	03	19q13.33	SPIB	P	SPIB transcription factor	606802	A			
19.788	10	15	94	19q13.41	ZNF83	P	Zinc finger protein-83	194558	A			
19.789	6	19	00	19q13.41	ZNF137	P	Zinc finger protein-137	604079	A			
19.790	3	27	95	19q13.41-q13.42	ZNF160	P	Zinc finger protein-160	600398	A			
19.791	11	6	01	19q13.41	ZNF320	P	Zinc finger protein 320	606427	REc			
19.792	6	20	01	19q13.42	ZNF331, ZNF463	P	Zinc finger protein-331	606043	A			
19.793	8	24	09	19q13.33	RRAS	P	Oncogene RRAS	165090	REa, REc			7(Rras)
19.794	5	2	16	19q13.31	C19orf61, SMG9, HBMS	P	Chromosome 19 open reading frame 61	613176	REc		Heart and brain malformation syndrome, 616920 (3)	
19.795	12	26	14	19q13.31-q13.32	CEACAM16, CEAL2, DFNA4B	P	Carcinoembryonic antigen-related cell adhesion molecule 16	614591	REc	mutation identified in 1 DFNA4B family	?Deafness, autosomal dominant 4B, 614614 (3)	
19.796	3	23	09	19q13.31	TEX101, SGRG, TES101RP	P	Testis-expressed gene 101	612665	R, REc			
19.797	9	2	08	19q13.33	BSPH1	P	Bovine seminal plasma protein-like 1	612213	REc			7(Bsph1)
19.798	10	23	87	19q13.33	CGB	C	Chorionic gonadotropin, beta polypeptide	118860	REa, H, A	at least 5 genes		7(Cgb)
19.799	10	17	13	19q13.32	DHX34, KIAA0134	C	DEAH box polypeptide 34	615475	REc, R			
19.800	2	10	04	19q13.31	ETHE1, HSCO, D83198	P	ETHE1 gene	608451	REc		Ethylmalonic encephalopathy, 602473 (3)	
19.801	4	27	16	19q13.32	EXOC3L2, XTP7	C	Exocyst complex component 3-like 2	616927	REc			7(Exoc3l2)
19.802	8	24	09	19q13.32	GEMIN7	P	GEM-associated protein 7	607419	R, REc			
19.803	7	23	13	19q13.32	IRF2BP1	P	Interferon regulatory factor 2-binding protein 1	615331	REc			
19.804	3	27	15	19q13.33	LHB, HH23	C	Luteinizing hormone, beta polypeptide	152780	RE	beta chains of FSH, TSH on 11p, 1p, respectively	Hypogonadotropic hypogonadism 23 with or without anosmia, 228300 (3)	7(Lhb)
19.805	9	23	13	19q13.32	NANOS2, NOS2	P	Nanos, Drosophila, homolog of, 2	608228	REc			
19.806	2	24	15	19q13.32	PPP1R13L, RAI, IASPP, NKIP1	P	Protein phosphatase 1, regulatory subunit 13-like	607463	REc			7(Ppp1r13l)
19.807	3	18	08	19q13.32	RELB, IREL	P	v-rel avian reticuloendotheliosis viral oncogene homolog B	604758	REc			
19.808	3	15	10	19q13.32	SAE1, SUA1, AOS1	P	SUMO1-activating enzyme, subunit 1	613294	REc			
19.809	2	1	11	19q13.32	SLC8A2, NCX2	P	Solute carrier family 8, member 2 (sodium-calcium exchanger 2)	601901	REc			7(Slc8a2)
19.810	11	11	14	19q13.32	SNRPD2	P	Small nuclear ribonucleoprotein polypeptide D2	601061	REc			
19.811	8	21	12	19q13.32	STRN4, ZIN	P	Striatin, calmodulin-binding protein 4	614767	REc, A			
19.812	8	19	13	19q13.33	TPRX1	P	Tetrapeptide repeat homeobox 1	611166	REc			
19.813	8	19	13	19q13.32	TRAPPC6A	P	Trafficking protein particle complex, subunit 6A	610396	R, REc			7(Trappc6a)
19.814	6	7	10	19q13.33	TRPM4, PFHB1B	P	Transient receptor potential cation channel, subfamily M, member 4	606936	REc		Progressive familial heart block, type IB, 604559 (3)	
19.815	2	21	10	19q13.32	ZNF296, ZFP296, ZNF342	C	Zinc finger protein 296	613226	REc, R, H			7(Znf296)
19.816	1	8	97	19q13.2	MIA	P	Melanoma inhibitory activity	601340	A			
19.817	6	7	10	19q13.33	ALDH16A1	P	Aldehyde dehydrogenase 16 family, member A1	613358	REc			
19.818	3	31	09	19q13.41	ATPBD3	P	ATP-binding domain protein 3	612694	REc			
19.819	9	10	14	19q13.33	CABP5, CABP3	P	Calcium-binding protein 5	607315	A			
19.820	9	16	12	19q13.33	CGB1	P	Chorionic gonadotropin, beta polypeptide 1	608823	REc			
19.821	9	16	12	19q13.33	CGB7, CGB6	P	Chorionic gonadotropin, beta polypeptide 7	608826	REc			
19.822	3	28	15	19q13.33	CPT1C, SPG73	P	Carnitine palmitoyltransferase IC	608846	REc	mutation identified in 1 SPG73 family	?Spastic paraplegia 73, autosomal dominant, 616282 (3)	
19.823	8	24	09	19q13.33	DKKL1, SGY1, SGY	P	Dickkopf-like 1	605418	REc			
19.824	6	13	12	19q13.33	ELSPBP1	P	Epididymal sperm binding protein 1	607443	REc			
19.825	2	25	15	19q13.33	EMC10, C19orf63, HSS1, HSM1	P	ER membrane protein complex subunit 10	614545	REc			
19.826	7	16	09	19q13.33	HSD17B14, DHRS10, RETSDR3	P	17-beta-hydroxysteroid dehydrogenase XIV	612832	REc			
19.827	4	10	14	19q13.33	IZUMO1, MGC34799	P	Izumo sperm-egg fusion protein 1	609278	REc			
19.828	7	23	13	19q13.33	JOSD2	P	Josephin domain-containing protein 2	615324	REc			
19.829	11	11	14	19q13.33	KDELR1, ERD2, HDEL	P	KDEL endoplasmic reticulum protein retention receptor 1	131235	REc			
19.830	10	7	08	19q13.33	LIN7B, VELI2, MALS2	P	Lin7, C. elegans, homolog of, B	612331	REc			
19.831	8	19	13	19q13.33	MAMSTR, MASTR	P	MEF2-activating SAP transcriptional regulator	610349	REc			
19.832	6	10	09	19q13.41	MIR125A, MIRN125A	P	Micro RNA 125A	611191	REc			
19.833	5	19	09	19q13.33	MIR150, MIRN150	P	Micro RNA 150	611114	REc			
19.834	8	24	09	19q13.33	MYBPC2, MYBPCF	P	Myosin-binding protein C, fast type	160793	REa, REc			
19.835	12	26	14	19q13.33	MYH14, KIAA2034, DFNA4A, PNMHH	C	Myosin, heavy chain 14, nonmuscle	608568	REc, Fd	mutation identified in 1 PNMHH family	Deafness, autosomal dominant 4A, 600652 (3); ?Peripheral neuropathy, myopathy, hoarseness, and hearing loss, 614369 (3)	7(Myh14)
19.836	2	19	04	19q13.33	NAPA, NAP1, SNAPA	P	Napsin A	605631	REc			
19.837	1	15	16	19q13.33	NOSIP	P	Nitric oxide synthase-interacting protein	616759	REc			
19.838	8	21	07	19q13.33	NUP62, SNDI, IBSN	C	Nucleoporin, 62-kD	605815	R		Striatonigral degeneration, infantile, 271930 (3)	
19.839	10	13	09	19q13.33	PIH1D1, NOP17	P	PIH1 domain-containing protein 1	611480	R, REc			
19.840	8	24	09	19q13.33	PLEKHA4, PEPP1	P	Pleckstrin homology domain-containing protein, family A, member 4	607769	REc			
19.841	8	24	09	19q13.33	PPFIA3, LPNA3	P	Protein tyrosine phosphatase, receptor type, f polypeptide (liprin-alpha-3)	603144	R, REc			
19.842	11	17	15	19q13.33	PRR12, KIAA1205	P	Proline-rich protein 12	616633	R, REc			
19.843	11	11	14	19q13.33	PRRG2, PRGP2	P	Proline-rich gamma-carboxyglutamic acid protein 2	604429	REc			
19.844	10	4	05	19q13.33	RASIP1, RAIN	P	Ras-interacting protein 1	609623	REc			
19.845	5	15	12	19q13.33	SHANK1, SSTRIP	P	SH3 and multiple ankyrin repeat domains 1	604999	REc			
19.846	5	24	13	19q13.33	SLC6A16, NT5	P	Solute carrier family 6 (neurotransmitter transporter), member 16	607972	REc, R			
19.847	3	2	06	19q13.33	SPACA4, SAMP14	P	Sperm acrosome-associated protein 4	609932	REc			7(Spaca4)
19.848	11	23	15	19q13.33	TBC1D17	P	TBC1 domain family, member 17	616659	REc			
19.849	1	27	04	19q13.33	TIP39	P	Tuberoinfundibular peptide of 39 amino acids	608386	REc			
19.850	8	24	09	19q13.33	ZNF114	P	Zinc finger protein-114	603996	REc			
19.851	3	23	06	19q13.42	MYADM	P	Myeloid-associated differentiation marker	609959	R			
19.852	2	15	01	19q13.41	SIGLEC8, SAF2, SIGLEC8L	P	Sialic acid-binding immunoglobulin-like lectin 8	605639	A			
19.853	7	17	01	19q13.42	BB1, LENG4	P	Breast and bladder cancer overexpressed gene 1	606048	REc			
19.854	7	7	09	19q13.42	BRSK1, KIAA1811	P	BR serine/threonine kinase 1	609235	REc			
19.855	5	1	02	19q13.42	CACNG6	P	Calcium channel, voltage-dependent, gamma-6 subunit	606898	REc			
19.856	5	1	02	19q13.42	CACNG7	P	Calcium channel, voltage-dependent, gamma-7 subunit	606899	REc			
19.857	5	1	02	19q13.42	CACNG8	P	Calcium channel, voltage-dependent, gamma-8 subunit	606900	REc			
19.858	9	9	08	19q13.42	CNOT3, NOT3	P	CCR4-NOT transcription complex, subunit 3	604910	REc			
19.859	5	9	12	19q13.42	DNAAF3, PF22, DAB1, CILD2	P	Dynein, axonemal, assembly factor 3	614566	REc		Ciliary dyskinesia, primary, 2, 606763 (3)	
19.860	1	9	13	19q13.42	EPS8L1, EPS8R1	P	EPS8-like protein 1	614987	REc			7(Eps8l1)
19.861	7	12	92	19q13.42	FCAR	P	Fc fragment of IgA, receptor for	147045	REa, A			
19.862	8	24	09	19q13.41	FPR1	C	Formyl peptide receptor-1	136537	REa			
19.863	8	19	13	19q13.43	GALP, ALARIN	P	Galanin-like peptide (GALP precursor protein)	611178	REc			
19.864	9	15	11	19q13.42	GP6, GPIV, BDPLT11	C	Glycoprotein VI, platelet	605546	Fd, R, REc		Bleeding disorder, platelet-type, 11, 614201 (3)	7(Gp6)
19.865	3	14	06	19q13.32	GPF77, C5L2	C	G protein-coupled receptor 77	609949	REc, REn			
19.866	4	23	08	19q13.4	HPC15	P	Prostate cancer, hereditary, 15	611959	Fd	associated with rs2735839	{Prostate cancer, hereditary, 15} (2)	
19.867	6	18	04	19q13.42	ILT11, CD85F, LIR9	P	Immunoglobulin-like transcript 11	606047	REn			
